VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Total_amount,Payment_type,Trip_type
2,2013-08-01 08:14:37,2013-08-01 09:09:06,N,1,0,0,0,0,1,.00,21.25,0,0,0,0,,21.25,2,
2,2013-08-01 09:13:00,2013-08-01 11:38:00,N,1,0,0,0,0,2,.00,74.5,0,0.5,0,0,,75,2,
2,2013-08-01 09:48:00,2013-08-01 09:49:00,N,5,0,0,0,0,1,.00,1,0.1,0,0,1,,2.1,2,
2,2013-09-01 00:02:00,2013-09-01 00:54:51,N,1,-73.952407836914062,40.810726165771484,-73.983940124511719,40.676284790039063,5,14.35,50.5,0.5,0.5,10.3,0,,61.8,1,
2,2013-09-01 00:02:34,2013-09-01 00:20:59,N,1,-73.963020324707031,40.711833953857422,-73.966644287109375,40.681690216064453,1,3.24,15,0.5,0.5,0,0,,16,2,
2,2013-09-01 00:03:06,2013-09-01 00:28:03,N,1,-73.843460083007813,40.755950927734375,-73.989212036132812,40.740528106689453,1,11.27,34,0.5,0.5,8.07,5.33,,48.4,1,
2,2013-10-01 00:00:00,2013-10-01 15:33:36,N,1,0,0,-73.903465270996094,40.845088958740234,1,.19,42,0,0.5,0,0,,42.5,2,1
2,2013-10-01 00:00:00,2013-10-01 09:01:53,N,1,0,0,-73.937408447265625,40.758129119873047,1,.00,2.5,0,0.5,0,0,,3,2,1
2,2013-10-01 00:00:00,2013-10-01 16:20:05,N,1,0,0,0,0,1,.00,5.5,1,0.5,0,0,,7,2,1
2,2013-11-01 00:00:00,2013-11-01 13:48:03,N,1,0,0,-73.937103271484375,40.760646820068359,2,.00,3.5,0,0.5,0,0,,4,2,
2,2013-11-01 00:00:00,2013-11-01 19:54:27,N,1,0,0,-73.9652099609375,40.757942199707031,1,5.25,19,1,0.5,3.5,0,,24,1,
2,2013-11-01 00:00:00,2013-11-01 12:06:42,N,1,0,0,-73.96002197265625,40.819927215576172,6,2.03,9.5,0,0.5,0,0,,10,2,
2,2013-12-01 00:00:00,2013-12-01 20:44:23,N,1,0,0,-73.957260131835937,40.742355346679687,1,4.00,13,0.5,0.5,0,0,,14,2,
2,2013-12-01 00:00:00,2013-12-01 02:53:23,N,1,0,0,0,0,1,3.17,12,0.5,0.5,0,0,,13,2,
2,2013-12-01 00:00:00,2013-12-01 02:17:35,N,1,0,0,-73.991531372070313,40.729755401611328,1,3.61,13,0.5,0.5,0,0,,14,2,
2,2014-01-01 00:00:00,2014-01-01 01:08:06,N,1,0,0,-73.865043640136719,40.872306823730469,1,6.47,20,0.5,0.5,0,0,,21,1,
2,2014-01-01 00:00:00,2014-01-01 06:03:57,N,2,0,0,-73.7763671875,40.645488739013672,1,20.12,52,0,0.5,0,5.33,,57.83,1,
2,2014-02-01 00:00:00,2014-02-01 23:25:08,N,2,0,0,-73.912254333496094,40.753227233886719,2,.89,52,0,0.5,0,0,,52.5,2,
2,2014-02-01 00:00:00,2014-02-01 20:17:35,N,1,0,0,-73.960289001464844,40.761558532714844,1,2.72,11,0.5,0.5,0.75,0,,12.75,1,
2,2014-03-01 00:00:00,2014-03-01 19:18:34,N,1,0,0,-73.872024536132813,40.678714752197266,6,7.02,28.5,0,0.5,0,0,,29,2,1
2,2014-03-01 00:00:00,2014-03-01 13:10:37,N,1,0,0,-73.917839050292969,40.757766723632812,1,5.43,23.5,0,0.5,5.88,0,,29.88,1,1
2,2014-04-01 00:00:00,2014-04-01 14:24:20,N,1,0,0,0,0,1,7.45,23,0,0.5,0,0,,23.5,2,1
2,2014-04-01 00:00:00,2014-04-01 17:21:33,N,1,0,0,-73.987663269042969,40.780872344970703,1,8.95,31,1,0.5,0,0,,32.5,2,1
2,2014-05-01 00:00:00,2014-05-01 22:05:36,N,1,0,0,-73.977714538574219,40.687541961669922,1,.95,6.5,0.5,0.5,1.4,0,,8.9,1,1
2,2014-05-01 00:00:00,2014-05-01 07:52:17,N,1,0,0,0,0,1,1.95,9,0,0.5,2.25,0,,11.75,1,1
2,2014-06-01 00:00:00,2014-06-01 07:40:36,N,1,0,0,-73.865570068359375,40.770862579345703,1,8.00,24.5,0,0.5,0,7.5,,32.5,1,1
2,2014-06-01 00:00:00,2014-06-01 15:25:06,N,5,0,0,-73.928314208984375,40.815761566162109,1,.94,7,0,0,0,0,,7,2,1
2,2014-07-01 00:00:00,2014-07-01 22:33:05,N,1,0,0,-73.952804565429687,40.799091339111328,1,.76,4.5,0.5,0.5,0,0,,5.5,2,1
2,2014-07-01 00:00:00,2014-07-01 22:12:19,N,1,0,0,-73.925300598144531,40.806041717529297,1,5.06,17,0.5,0.5,0,0,,18,2,1
2,2014-08-01 00:00:00,2014-08-01 14:26:18,N,1,0,0,-73.95330810546875,40.802398681640625,1,2.60,12.5,0,0.5,0,0,,13,2,1
2,2014-08-01 00:00:00,2014-08-01 11:03:10,N,1,0,0,-73.882423400878906,40.847560882568359,1,6.50,23,0,0.5,0,0,,23.5,2,1
2,2014-09-01 00:00:00,2014-09-01 00:02:47,N,1,-73.950965881347656,40.723640441894531,-73.94049072265625,40.724655151367188,1,.65,4,0.5,0.5,1.12,0,,6.12,1,1
2,2014-09-01 00:00:00,2014-09-01 00:02:35,N,1,-73.918632507324219,40.75927734375,-73.913055419921875,40.768936157226563,5,.82,4.5,0.5,0.5,1,0,,6.5,1,1
2,2014-10-01 00:00:00,2014-10-01 00:12:37,N,1,-73.957656860351563,40.717777252197266,-73.966835021972656,40.710319519042969,1,1.02,9,0.5,0.5,0,0,,10,2,1
2,2014-10-01 00:00:01,2014-10-01 00:11:59,N,1,-73.922706604003906,40.817630767822266,-73.887168884277344,40.827022552490234,1,2.16,10.5,0.5,0.5,0,0,,11.5,2,1
1,2014-11-01 00:00:00,2014-11-01 00:08:17,N,1,-73.964836120605469,40.806598663330078,-73.94891357421875,40.836437225341797,1,2.70,10,0.5,0,2.6,0,,13.1,1,1
2,2014-11-01 00:00:00,2014-11-01 00:00:00,N,1,-73.944717407226563,40.705356597900391,-73.8980712890625,40.706253051757813,5,3.36,14.5,0.5,0.5,0,0,,15.5,2,1
2,2014-12-01 00:00:04,2014-12-01 00:08:45,N,1,-73.807624816894531,40.700252532958984,-73.79937744140625,40.710411071777344,1,1.39,7.5,0.5,0.5,1.6,0,,10.1,1,1
1,2014-12-01 00:00:04,2014-12-01 00:06:19,N,1,-73.950874328613281,40.662948608398438,-73.947784423828125,40.633140563964844,1,2.10,8.5,0.5,0.5,0,0,,9.5,2,1
2,2015-01-01 00:34:42,2015-01-01 00:38:34,N,1,-73.922592163085938,40.754528045654297,-73.91363525390625,40.765522003173828,1,.88,5,0.5,0.5,0,0,,0.3,6.3,2
2,2015-01-01 00:34:46,2015-01-01 00:47:23,N,1,-73.952751159667969,40.677711486816406,-73.981529235839844,40.658977508544922,1,3.08,12,0.5,0.5,0,0,,0.3,13.3,2
1,2015-01-01 00:34:44,2015-01-01 00:38:15,N,1,-73.843009948730469,40.71905517578125,-73.846580505371094,40.711566925048828,1,.90,5,0.5,0.5,1.8,0,,0,7.8,1
2,2015-01-01 00:34:48,2015-01-01 00:38:08,N,1,-73.860824584960938,40.757793426513672,-73.854042053222656,40.749820709228516,1,.85,5,0.5,0.5,0,0,,0.3,6.3,2
2,2015-02-01 00:00:01,2015-02-01 00:18:27,N,1,-73.961990356445313,40.715862274169922,-74.012161254882813,40.716781616210938,1,5.72,20,0.5,0.5,4.1,0,,0.3,25.4,1
2,2015-02-01 00:00:06,2015-02-01 00:05:26,N,1,-73.945648193359375,40.807811737060547,-73.952201843261719,40.813961029052734,1,.92,5.5,0.5,0.5,0,0,,0.3,6.8,1
2,2015-02-01 00:00:09,2015-02-01 00:25:24,N,1,-73.954818725585937,40.820701599121094,-73.998832702636719,40.729896545410156,1,8.76,28.5,0.5,0.5,5.8,0,,0.3,35.6,1
2,2015-02-01 00:00:21,2015-02-01 00:07:10,N,1,-73.916412353515625,40.761032104492188,-73.908439636230469,40.774578094482422,3,1.22,6.5,0.5,0.5,1.4,0,,0.3,9.2,1
1,2015-03-01 00:02:05,2015-03-01 00:08:01,N,1,-73.961479187011719,40.801872253417969,-73.980720520019531,40.775054931640625,1,2.10,8,0.5,0.5,0,0,,0.3,9.3,1
1,2015-03-01 00:02:11,2015-03-01 00:27:09,N,1,-73.979759216308594,40.677467346191406,-74.017097473144531,40.710929870605469,1,4.70,20,0.5,0.5,4,0,,0.3,25.3,1
2,2015-03-01 00:02:07,2015-03-01 00:10:31,N,1,-73.941375732421875,40.833633422851563,-73.926689147949219,40.863410949707031,1,3.09,11,0.5,0.5,0,0,,0.3,12.3,2
1,2015-03-01 00:02:13,2015-03-01 00:09:09,N,1,-73.939674377441406,40.821151733398438,-73.931854248046875,40.846458435058594,1,2.20,8.5,0.5,0.5,0,0,,0.3,9.8,4
2,2015-04-01 00:00:00,2015-04-01 00:08:15,N,1,-73.958816528320312,40.716823577880859,-73.98297119140625,40.696006774902344,1,3.08,11,0.5,0.5,2.46,0,,0.3,14.76,1
2,2015-04-01 00:00:04,2015-04-01 00:07:33,N,1,-73.937530517578125,40.804500579833984,-73.946800231933594,40.815998077392578,1,1.21,7,0.5,0.5,0,0,,0.3,8.3,2
2,2015-04-01 00:00:09,2015-04-01 00:02:10,N,1,-73.955818176269531,40.68115234375,-73.955406188964844,40.687145233154297,1,.64,4,0.5,0.5,0.7,0,,0.3,6,1
2,2015-04-01 00:00:23,2015-04-01 00:05:16,N,1,-73.830551147460938,40.75946044921875,-73.825363159179687,40.741588592529297,1,1.34,6.5,0.5,0.5,0,0,,0.3,7.8,2
2,2015-05-01 00:01:02,2015-05-01 00:06:09,N,1,-73.955619812011719,40.680755615234375,-73.961456298828125,40.6661376953125,1,1.18,6,0.5,0.5,0,0,,0.3,7.3,2
2,2015-05-01 00:01:13,2015-05-01 00:03:37,N,1,-73.991470336914063,40.691696166992188,-73.992523193359375,40.689407348632813,1,.17,3.5,0.5,0.5,0,0,,0.3,4.8,2
2,2015-05-01 00:01:09,2015-05-01 00:09:23,N,1,-73.830673217773438,40.759552001953125,-73.862449645996094,40.753837585449219,1,2.36,9.5,0.5,0.5,0,0,,0.3,10.8,2
2,2015-05-01 00:01:27,2015-05-01 00:05:32,N,1,-73.947647094726563,40.687606811523438,-73.946250915527344,40.695117950439453,1,.75,5,0.5,0.5,0,0,,0.3,6.3,1
2,2015-06-01 00:00:00,2015-06-01 00:09:32,N,1,-73.878700256347656,40.881328582763672,-73.838386535644531,40.884838104248047,1,2.64,10.5,0.5,0.5,0,0,,0.3,11.8,2
2,2015-06-01 00:00:05,2015-06-01 00:12:41,N,1,-73.906356811523438,40.876182556152344,-73.944488525390625,40.830490112304688,1,4.79,16,0.5,0.5,0,0,,0.3,17.3,2
2,2015-06-01 00:00:09,2015-06-01 00:11:29,N,1,-73.887863159179688,40.747196197509766,-73.888786315917969,40.738815307617188,1,1.45,9,0.5,0.5,0,0,,0.3,10.3,2
2,2015-06-01 00:00:26,2015-06-01 00:03:51,N,1,-73.917800903320312,40.770065307617187,-73.907890319824219,40.766143798828125,1,.74,4.5,0.5,0.5,0,0,,0.3,5.8,2
2,2015-07-01 00:01:10,2015-07-01 00:19:04,N,1,-73.940628051757813,40.71502685546875,-73.912315368652344,40.760379791259766,1,4.33,15.5,0.5,0.5,0,0,,0.3,16.8,2
2,2015-07-01 00:05:35,2015-07-01 00:17:42,N,1,-73.951133728027344,40.804946899414063,-73.867218017578125,40.818988800048828,1,6.11,18,0.5,0.5,0,0,,0.3,19.3,1
2,2015-07-01 00:00:27,2015-07-01 00:03:40,N,1,-73.873878479003906,40.742408752441406,-73.889274597167969,40.739227294921875,1,.96,5,0.5,0.5,0.03,0,,0.3,6.33,1
2,2015-07-01 00:00:29,2015-07-01 00:05:30,N,1,-73.903488159179687,40.745758056640625,-73.905784606933594,40.737575531005859,2,1.04,5.5,0.5,0.5,0,0,,0.3,6.8,2
2,2015-08-01 00:00:03,2015-08-01 00:00:07,N,5,-73.865013122558594,40.826099395751953,-73.864990234375,40.826099395751953,1,.00,7,0,0,0,0,,0,7,1
2,2015-08-01 00:01:57,2015-08-01 00:02:00,N,2,-73.987335205078125,40.692123413085938,-73.987327575683594,40.692123413085938,1,.00,52,0,0.5,0,0,,0.3,52.8,2
2,2015-08-01 00:00:30,2015-08-01 00:01:31,N,1,-73.949958801269531,40.827182769775391,-73.952377319335938,40.82403564453125,1,.25,3,0.5,0.5,0,0,,0.3,4.3,1
2,2015-08-01 00:01:08,2015-08-01 00:01:40,N,1,-73.944976806640625,40.808582305908203,-73.9459228515625,40.807315826416016,1,.04,2.5,0.5,0.5,0,0,,0.3,3.8,2
2,2015-09-01 00:02:34,2015-09-01 00:02:38,N,5,-73.979484558105469,40.684955596923828,-73.97943115234375,40.685020446777344,1,.00,7.8,0,0,1.95,0,,0,9.75,1
2,2015-09-01 00:04:20,2015-09-01 00:04:24,N,5,-74.010795593261719,40.912216186523438,-74.010780334472656,40.912212371826172,1,.00,45,0,0,0,0,,0,45,1
2,2015-09-01 00:01:50,2015-09-01 00:04:24,N,1,-73.921409606933594,40.766708374023438,-73.914413452148438,40.764686584472656,1,.59,4,0.5,0.5,0.5,0,,0.3,5.8,1
2,2015-09-01 00:02:36,2015-09-01 00:06:42,N,1,-73.92138671875,40.766677856445313,-73.931427001953125,40.771583557128906,1,.74,5,0.5,0.5,0,0,,0.3,6.3,2
2,2015-10-01 00:38:23,2015-10-01 00:56:03,N,1,-73.937789916992188,40.748725891113281,-73.912384033203125,40.773838043212891,5,2.29,12.5,1,0.5,2.86,0,,0.3,17.16,1
2,2015-10-01 00:38:55,2015-10-01 23:46:51,N,1,-73.987640380859375,40.692001342773437,-73.958122253417969,40.694393157958984,1,1.65,7.5,0.5,0.5,0,0,,0.3,8.8,2
2,2015-10-01 00:01:10,2015-10-01 00:05:59,N,1,-73.9490966796875,40.680374145507812,-73.938522338867188,40.685501098632813,1,1.19,6,0.5,0.5,1.46,0,,0.3,8.76,1
2,2015-10-01 00:03:04,2015-10-01 00:09:15,N,1,-73.844352722167969,40.721626281738281,-73.859039306640625,40.727054595947266,1,1.06,6,0.5,0.5,1.82,0,,0.3,9.12,1
2,2015-11-01 00:57:34,2015-11-01 23:57:45,N,5,-73.955085754394531,40.663722991943359,-73.958984375,40.663448333740234,1,.09,15,0,0,0,0,,0,15,2
2,2015-11-01 00:57:34,2015-11-01 23:57:45,N,5,-73.955085754394531,40.663722991943359,-73.958984375,40.663448333740234,1,.09,-15,0,0,0,0,,0,-15,3
2,2015-11-01 00:01:58,2015-11-01 00:02:16,N,1,-73.913337707519531,40.871875762939453,-73.915885925292969,40.869903564453125,1,.07,2.5,0.5,0.5,0,0,,0.3,3.8,2
2,2015-11-01 00:00:15,2015-11-01 00:02:13,N,1,-73.94207763671875,40.838085174560547,-73.947608947753906,40.830501556396484,1,.59,4,0.5,0.5,0,0,,0.3,5.3,2
2,2015-12-01 00:12:54,2015-12-01 00:18:18,N,1,-73.844680786132813,40.721508026123047,-73.836334228515625,40.708877563476562,1,1.27,6.5,0.5,0.5,1.56,0,,0.3,9.36,1
2,2015-12-01 00:48:19,2015-12-01 00:59:31,N,1,-73.807029724121094,40.699657440185547,-73.863670349121094,40.691143035888672,1,3.57,12.5,0.5,0.5,2,0,,0.3,15.8,1
2,2015-12-01 00:06:13,2015-12-01 00:20:40,N,1,-73.961814880371094,40.805641174316406,-73.925979614257812,40.824123382568359,2,3.51,13.5,0.5,0.5,4.44,0,,0.3,19.24,1
2,2015-12-01 00:43:38,2015-12-01 00:59:37,N,1,-73.945220947265625,40.808383941650391,-73.959587097167969,40.801357269287109,1,2.43,12.5,0.5,0.5,2.76,0,,0.3,16.56,1
2,2016-01-01 00:29:24,2016-01-01 00:39:36,N,1,-73.928642272949219,40.680610656738281,-73.924278259277344,40.698043823242188,1,1.46,8,0.5,0.5,1.86,0,,0.3,11.16,1
2,2016-01-01 00:19:39,2016-01-01 00:39:18,N,1,-73.952674865722656,40.723175048828125,-73.923919677734375,40.761379241943359,1,3.56,15.5,0.5,0.5,0,0,,0.3,16.8,2
